qdate,gross,fees,traded,sold,trades
7759,-131.83,147.16,9864721.28,4932294.72,250
7760,2261.80,131.00,8857099.93,4429680.87,256
7761,2708.96,181.06,12153771.39,6078240.17,237
7765,-1750.14,171.18,11534031.43,5766140.65,255
7766,4551.64,165.10,11021649.69,5513100.66,247
7767,2536.04,165.89,10984232.62,5493384.33,235
7768,2037.77,171.89,11598772.20,5800404.98,235
7769,-921.60,189.88,12773969.52,6386523.96,261
7772,-5264.55,135.29,9119070.14,4556902.79,242
7773,2172.35,114.17,7691171.04,3821667.90,192
7774,-331.33,165.68,11134592.08,5567130.38,235
7775,7593.58,175.99,11866158.35,5936875.96,253
7776,-47.56,169.50,11454661.23,5727306.84,241
7779,0.00,0.00,0.00,0.00,0
7780,-3078.78,173.27,11646616.67,5821768.95,248
7781,8702.18,178.42,11956410.79,5982556.48,243
7782,3434.05,158.66,10687420.96,5345427.51,248
7783,2654.94,166.17,11210287.69,5606471.31,244
7786,-257.25,150.24,10058493.69,5029118.23,238
7787,3526.28,183.83,12330108.61,6166817.45,245
7788,582.90,175.70,11779932.10,5890257.50,254
7789,1762.85,172.64,11493564.02,5747663.43,249
7790,-1420.22,172.84,11580530.82,5789555.29,240
7793,3703.24,170.93,11469733.65,5736718.45,230
7794,-8292.96,133.99,8932071.75,4461889.40,245
7795,-3240.47,176.55,11924912.14,5960835.83,242
7796,-1685.84,190.81,12853652.69,6425983.42,254
7797,2377.83,172.36,11587583.96,5794980.89,245
7800,335.77,159.88,10824914.06,5412624.92,253
7801,-1409.36,135.66,9117212.62,4557901.62,267
7802,-179.91,150.48,10112228.78,5056024.43,241
7803,-6058.99,171.94,11602300.79,5798120.90,243
7804,-624.60,147.14,9856078.28,4927726.84,248
7807,-8389.63,135.82,9092222.88,4541916.63,253
7808,5925.61,155.61,10492045.37,5248985.49,241
7809,1216.17,142.48,9453600.17,4727408.17,220
7810,-49.22,187.00,12530211.94,6265081.36,251
7811,-2457.57,158.31,10637105.41,5317323.93,252
7814,-2491.58,159.44,10727020.19,5362264.31,245
7815,-1306.99,183.94,12409228.53,6203960.77,253
7816,1406.87,159.74,10754241.90,5377824.38,240
7817,-3965.68,132.14,8895300.63,4445667.47,248
7818,-1405.66,160.87,10761581.27,5380087.80,253
7822,-4046.29,122.81,8253666.28,4124810.00,246
7823,-1308.45,168.91,11358770.75,5678731.15,244
7824,-5089.87,157.36,10601872.57,5298391.35,232
7825,-685.99,140.86,9634296.82,4816805.41,236
7828,-5932.52,153.05,10397904.15,5195985.81,235
7829,2153.06,146.90,9933874.10,4968013.58,249
7830,1445.23,156.71,10614732.88,5308089.06,241
7831,-8082.20,155.72,10571897.18,5281907.49,259
7832,-516.41,156.42,10556656.58,5278070.09,224
7835,-497.26,167.76,11222811.94,5611157.33,244
7836,-3847.59,180.35,12209592.27,6102872.34,248
7837,4970.44,154.99,10422688.24,5213829.33,261
7838,-10224.34,193.28,13082298.99,6536037.32,281
7839,5239.02,187.02,12485076.60,6245157.81,238
7842,3520.13,189.05,12729218.40,6366369.27,241
7843,4478.82,191.78,12962604.57,6483541.70,250
7844,1118.31,150.69,10165094.53,5083106.42,237
7845,2358.87,167.33,11282412.95,5642385.91,243
7846,1639.61,189.03,12802213.73,6401926.67,231
7849,-951.59,162.46,11048930.58,5523989.50,227
7850,-1824.45,164.93,11042155.50,5520165.53,255
7851,1256.73,156.97,10622335.46,5311796.10,252
7852,-1081.82,162.44,10967286.17,5483102.17,242
7853,3556.67,144.46,9722927.11,4863241.89,236
7857,2826.74,187.38,12742494.49,6372660.62,239
7858,7389.73,177.11,12047742.12,6027565.92,241
7859,-3617.01,144.60,9730147.13,4863265.06,251
7860,1968.19,157.53,10603747.93,5302858.06,227
7863,343.02,159.13,10755233.83,5377788.42,251
7864,50.63,160.12,10836063.31,5418056.97,237
7865,-2971.22,157.95,10565101.41,5281065.10,230
7866,-268.57,171.54,11593093.06,5796412.25,233
7867,-419.52,160.07,10742595.97,5371088.23,242
7870,-5074.05,172.59,11568956.37,5781941.16,247
7871,-6655.60,131.33,8753009.74,4373177.07,240
7872,440.94,136.19,9244644.90,4622542.92,233
7873,777.55,179.99,12095973.92,6048375.74,232
7874,-1447.81,136.90,9284066.78,4641309.48,225
7877,3936.62,157.86,10715182.48,5359559.55,231
7878,1604.73,166.42,11145300.97,5573452.85,234
7879,5817.62,177.08,11931444.38,5968631.00,236
7880,-1643.40,163.67,11091683.52,5545020.06,256
7881,-285.94,157.41,10695831.57,5347772.82,251
7884,-3832.36,179.56,12150149.11,6073158.38,242
7885,1199.12,163.95,11070624.96,5535912.04,252
7886,-2109.80,130.88,8851117.69,4424503.94,254
7887,2078.89,156.10,10537575.27,5269827.08,250
7888,-817.27,157.85,10740202.78,5369692.76,220
7891,-2852.66,161.67,10871834.44,5434490.89,243
7892,-3242.57,155.20,10515376.92,5256067.18,231
7893,-3807.06,158.88,10720226.95,5358209.95,247
7894,1351.80,187.62,12565502.94,6283427.37,241
7895,-0.53,164.71,11148694.49,5574346.98,231
7898,3045.14,171.82,11601061.71,5802053.42,229
7899,3013.45,166.00,11216016.62,5609515.03,235
7900,1322.01,155.21,10470527.73,5235924.87,234
7901,-4998.00,145.65,9793365.54,4894183.77,241
7902,-878.91,162.40,11026412.77,5512766.93,225
7905,1113.40,140.27,9439846.38,4720479.89,227
7906,2242.26,146.46,9882665.67,4942453.96,213
7907,-964.97,171.18,11554424.64,5776729.83,226
7908,1581.56,138.20,9327892.65,4664737.11,240
7909,67.74,155.65,10508403.04,5254235.39,240
7912,-3111.56,155.51,10485384.96,5241136.70,250
7913,481.85,152.74,10278845.47,5139663.66,236
7914,-319.88,152.62,10282937.90,5141309.01,230
7915,-1676.55,174.46,11717196.44,5857759.94,246
7916,2784.24,178.98,12163233.21,6083008.73,235
7920,-97.68,142.10,9576627.18,4788264.75,247
7921,-2547.09,153.51,10302158.29,5149805.61,230
7922,-911.60,150.46,10135190.89,5067139.65,237
7923,53.40,164.44,10994491.93,5497272.67,237
7926,-330.26,157.58,10679790.46,5339730.10,215
7927,51.48,150.83,10203134.85,5101593.16,252
7928,3292.51,192.16,12970316.35,6486804.43,225
7929,1036.71,155.25,10436776.46,5218906.58,233
7930,877.54,156.00,10547702.20,5274289.87,228
7933,4064.92,158.91,10690568.80,5347316.86,254
7934,-2353.18,139.28,9412826.78,4705236.80,236
7935,-819.28,140.10,9388693.19,4693936.96,236
7936,-2143.64,135.53,9185688.42,4591772.39,239
7937,-2350.02,161.51,10842514.48,5420082.23,242
7940,-4912.89,157.22,10646144.48,5320615.79,252
7941,5686.45,188.02,12771068.10,6388377.27,232
7942,1527.51,189.46,12725077.29,6363302.40,262
7943,2826.07,170.40,11482064.00,5742445.04,243
7944,429.69,150.51,10077288.51,5038859.10,235
7947,-920.89,160.57,10775166.87,5387122.98,234
7948,5465.97,168.42,11364107.35,5684786.66,248
7949,-2872.83,170.74,11425191.83,5711159.50,250
7950,1160.96,160.56,10881929.38,5441545.17,249
7951,493.86,160.21,10767511.86,5384002.86,243
7954,-1753.04,163.98,10994184.68,5496215.82,248
7955,-2107.40,138.11,9339416.98,4668654.79,250
7956,-6698.67,159.75,10860909.57,5427105.45,230
7957,704.22,152.12,10317400.17,5159052.20,242
7958,56.39,144.79,9779769.27,4889912.83,232
7961,-1683.13,142.98,9683500.10,4840908.48,234
7962,2001.64,187.13,12591250.52,6296626.08,239
7963,1991.36,142.16,9567218.96,4784605.16,219
7964,-4587.02,168.34,11317126.31,5656269.65,243
7965,-4821.97,184.25,12472640.86,6233909.45,247
7968,0.00,0.00,0.00,0.00,0
7969,-3733.67,146.61,9959530.20,4977898.27,249
7970,-5443.81,166.32,11266143.33,5630349.76,253
7971,134.07,155.86,10490253.53,5245193.80,259
7972,-336.69,158.18,10671775.67,5335719.50,237
7975,107.81,159.49,10786724.48,5393416.15,240
7976,-1049.78,153.98,10510234.18,5254592.20,248
7977,3469.29,167.12,11337550.72,5670510.00,245
7978,1751.54,158.01,10772825.65,5387288.60,244
7979,3073.24,163.82,11104660.87,5553867.06,230
7982,2358.06,162.63,10999306.86,5500832.46,235
7983,3701.75,150.02,10108239.79,5055970.77,234
7984,-5876.64,165.60,11230029.82,5612076.59,250
7985,-3517.75,139.00,9366324.42,4681403.33,226
7986,-790.10,162.06,10883745.41,5441477.66,267
7989,2097.70,139.67,9449982.63,4726040.17,229
7990,-2696.54,151.17,10255117.72,5126210.59,251
7991,747.20,154.88,10503160.57,5251953.89,228
7992,1387.58,161.13,10894403.81,5447895.70,236
7993,-5336.96,148.61,10105963.68,5050313.36,246
7996,-4625.58,165.55,11206204.56,5600789.49,244
7997,8426.85,167.34,11367699.25,5688063.05,228
7998,2441.21,162.55,10984765.55,5493603.38,232
8000,1892.11,59.25,4170323.25,2024907.11,90
8003,1250.96,184.00,12444624.04,6222937.50,240
8004,2331.17,151.36,10258143.62,5130237.40,253
8005,-10085.55,167.44,11307397.67,5648656.06,265
8006,371.47,146.41,9891077.13,4945724.29,249
8007,325.78,190.01,12821158.28,6410742.03,259
8010,-6511.85,165.54,11163887.51,5578687.83,257
8011,1624.11,158.84,10730664.46,5366144.29,244
8012,950.69,159.45,10798369.36,5399660.02,241
8013,-1416.76,177.34,11989202.43,5993892.83,248
8014,-219.93,153.99,10403803.84,5201791.95,253
8017,3035.11,166.27,11212877.25,5607956.18,244
8018,4469.17,178.24,11973287.14,5988878.15,247
8019,-4236.20,159.38,10731874.54,5363819.17,211
8020,4210.22,143.13,9631296.44,4817753.33,251
8021,954.82,148.34,10016586.89,5008770.85,251
8024,2393.47,168.37,11347564.54,5674979.00,234
8025,2857.87,142.28,9575840.55,4789349.21,247
8026,-824.42,156.04,10546603.32,5272889.45,215
8027,-187.17,143.33,9649306.40,4824559.61,241
8031,-714.05,154.63,10463931.16,5231608.55,207
8032,2381.13,131.81,8877098.31,4439739.72,234
8033,3890.71,158.60,10598391.85,5301141.28,219
8034,1060.20,150.01,10060288.39,5030674.29,227
8035,-1554.37,156.71,10579608.05,5289026.84,217
8045,4446.73,143.69,9647598.49,4826022.61,234
8046,1880.70,176.09,11897570.32,5949725.51,239
8047,1766.52,153.87,10475167.76,5238467.14,242
8048,-709.60,170.82,11545985.67,5772638.04,244
8049,3665.35,156.73,10665011.94,5334338.65,252
8053,-4567.03,154.99,10533440.08,5264436.52,237
8054,-3289.05,179.06,12024144.02,6010427.49,255
8055,-4155.77,155.96,10471174.70,5233509.47,248
8056,3143.81,163.39,10976256.68,5489700.25,252
8059,-5951.98,92.73,6196698.88,3138565.05,225
8060,-8025.70,159.70,10786627.48,5389300.89,253
8061,-5682.14,140.09,9458157.32,4747899.98,258
8062,-7983.61,118.41,7882807.05,3937411.72,260
8063,-1209.90,210.50,14057629.27,7028209.68,243
8066,3916.62,181.77,12258130.67,6131023.65,230
8067,-1079.61,169.26,11328025.31,5663472.85,250
8068,1330.60,178.75,12043237.08,6022283.84,224
8069,-5761.88,160.01,10811483.96,5402861.04,243
8070,6214.97,182.90,12323861.82,6165038.39,236
8073,-3452.22,212.15,14312336.97,7154442.38,251
8074,2196.88,184.59,12560804.78,6281500.83,261
8075,609.32,147.33,9924261.92,4962435.62,228
8076,3498.58,141.66,9594352.27,4798925.43,241
8077,-884.76,166.84,11247388.56,5623251.90,260
8080,2508.16,194.34,13129241.16,6565874.66,243
8081,3005.00,154.02,10399470.59,5201237.79,240
8082,-4084.72,159.41,10711167.85,5353541.56,262
8083,562.69,195.46,13076316.59,6538439.64,256
8084,131.22,132.82,8849310.33,4424720.77,250
8088,-442.01,153.82,10382834.28,5191196.14,260
8089,1048.71,169.01,11430621.79,5715835.25,243
8090,-6794.48,138.49,9273986.31,4633595.92,297
8091,-1381.96,175.68,11828718.76,5913668.40,248
8094,212.02,147.64,9973679.90,4986945.95,262
8095,1456.59,171.26,11543611.75,5772534.18,260
8096,-490.94,160.95,10874032.68,5436770.87,266
8097,3186.17,197.48,13323863.81,6663524.99,249
8098,-7106.22,205.27,13875771.19,6934332.48,246
8101,4411.50,162.40,10976961.39,5490686.45,245
8102,0.00,0.00,0.00,0.00,0
8103,-98.29,190.13,12825178.97,6412540.35,253
8104,-1448.92,156.48,10531787.93,5265169.50,253
8105,-83.23,174.35,11770383.67,5885150.22,253
8108,1764.72,187.71,12577737.72,6289751.22,260
8109,8437.74,171.47,11545237.55,5776837.64,252
8110,13679.10,175.01,11772932.97,5893306.04,248
8111,-304.97,160.79,10808235.74,5403965.39,244
8112,1818.67,198.75,13374784.44,6688301.55,249
8115,7764.54,192.97,12989854.11,6498809.33,232
8116,-2132.20,190.38,12883243.40,6440555.60,251
8117,-8635.93,146.86,9859892.51,4925628.28,267
8118,1317.68,161.73,10853955.73,5427636.70,257
8119,4258.47,196.48,13243235.04,6623746.75,248
8122,5680.43,170.93,11533058.31,5769369.37,249
8123,580.87,183.28,12306399.28,6153490.07,231
8124,661.40,127.27,8640368.28,4320514.84,245
8125,1156.27,177.67,11949511.88,5975334.08,253
8126,865.70,168.49,11266513.55,5633689.63,239
8129,7506.44,167.33,11250672.38,5629089.41,235
8130,5296.12,160.89,10809347.88,5407322.00,243
8131,836.28,169.83,11495610.60,5748223.44,240
8132,-2842.52,160.72,10877166.37,5437161.93,247
8133,7016.68,170.84,11588599.87,5797808.28,232
8136,2155.93,123.16,8293563.69,4147859.81,244
8137,4980.06,190.35,12845274.69,6425127.37,225
8138,-169.05,172.06,11529572.62,5764701.79,243
8139,-1382.23,131.58,8861095.78,4429856.78,240
8143,2439.42,134.00,9010076.92,4506258.17,226
8144,-4037.82,178.16,11948823.52,5972392.85,245
8145,-325.59,173.48,11637548.25,5818611.33,233
8146,5666.40,178.68,12079247.27,6042456.83,240
8147,7128.28,197.36,13319659.64,6663393.95,249
8150,2004.58,181.32,12062595.47,6032300.03,251
8151,-3020.27,121.78,8163669.28,4080324.51,263
8152,8483.81,177.96,11909231.53,5958857.67,243
8153,-6533.10,167.50,11082984.79,5538225.85,255
8154,4709.70,192.67,12864902.44,6434806.07,236
8157,924.98,166.82,11090963.42,5545944.19,251
8158,-5174.67,170.33,11283674.23,5639249.78,236
8159,10807.88,163.97,10982409.12,5496608.51,252
8160,1027.89,135.50,9188628.14,4594828.02,246
8161,790.53,159.91,10753205.75,5376998.14,236
8164,-8688.92,179.32,12009514.71,6000412.90,261
8165,-7770.76,144.30,9674117.11,4833173.17,268
8166,-2477.64,165.07,11120921.82,5559222.09,254
8167,-205.79,154.76,10394624.17,5197209.19,251
8168,-9507.55,171.14,11235135.16,5612813.80,258
8171,5405.31,177.30,11876926.67,5941165.99,257
8172,1071.71,164.00,10865518.41,5433295.06,248
8173,-10587.76,162.16,10895020.13,5442216.18,278
8174,3328.85,163.29,10911648.38,5457488.62,231
8175,1569.77,167.86,11122258.50,5561914.13,250
8178,2241.73,156.88,10524667.56,5263454.65,251
8179,-77.16,173.72,11537103.22,5768513.03,254
8180,-1398.98,153.00,10168341.42,5083471.22,241
8181,2896.15,153.82,10266642.23,5134769.19,243
8182,7259.92,163.24,10971637.36,5489448.64,241
8186,1566.01,181.47,11971689.66,5986627.84,246
8187,-5730.67,192.41,12916502.22,6455385.78,256
8188,-8880.77,167.21,11221804.83,5606462.03,255
8189,6589.39,174.65,11606584.62,5806587.00,238
8192,798.23,180.80,12081048.22,6040923.22,248
8193,-1553.41,194.54,13125093.36,6561769.97,253
8194,3035.53,170.18,11481251.82,5742143.68,246
8195,-3217.62,146.76,9664859.73,4830821.06,247
8196,1279.28,201.03,13357623.12,6679451.21,252
8199,-2968.52,141.37,9388895.77,4692963.63,261
8200,-7747.35,152.21,10058011.27,5025131.96,250
8201,1700.44,180.26,11969879.64,5985790.04,246
8202,1857.08,169.23,11178178.79,5590017.94,251
8203,-5796.76,132.99,8785544.61,4389873.93,248
8207,-6057.01,217.13,14392203.96,7193073.48,268
8208,-121.69,192.65,12621774.34,6310826.33,241
8209,-4522.66,153.98,10150043.78,5072760.56,259
8210,8731.05,184.88,12261022.62,6134876.83,234
8213,4041.27,172.02,11336467.22,5670254.25,258
8214,2840.38,162.13,10821229.54,5412034.96,238
8215,-2928.05,154.72,10137813.43,5067442.69,253
8216,1196.97,159.89,10649104.44,5325150.70,233
8217,-1551.16,192.14,12644183.48,6321316.16,250
8221,122.06,170.01,11113034.02,5556578.04,265
8222,6369.00,178.90,11925848.43,5966108.71,241
8223,1882.10,157.74,10564419.94,5283151.02,252
8224,4948.62,142.21,9362288.37,4683618.50,221
8227,-1017.87,142.15,9486643.58,4742812.86,250
8228,-1673.07,149.22,9949641.11,4973984.02,249
8229,-4239.66,176.55,11558223.42,5776991.88,251
8230,-917.76,175.17,11670402.26,5834742.25,263
8231,-4397.19,162.94,10767833.13,5381717.97,232
8234,637.11,159.56,10461293.92,5230965.52,239
8235,1404.05,158.56,10625185.38,5313294.72,247
8236,-770.16,145.78,9730810.85,4865020.34,258
8237,5647.10,186.63,12381588.65,6193617.87,249
8238,562.02,185.38,12328912.56,6164737.28,257
8241,2865.25,150.42,10089564.04,5046214.64,242
8242,-6183.49,182.46,12267750.96,6130783.74,242
8243,4346.10,179.16,11965026.37,5984686.24,246
8244,5247.32,192.98,12910390.92,6457819.12,251
8245,1940.39,181.70,12233166.46,6117553.43,249
8248,4649.74,195.66,12997476.45,6501063.09,233
8249,4605.80,149.67,10044878.56,5024742.18,233
8250,2580.67,164.57,10889644.41,5446112.54,239
8251,-3166.20,167.53,10983627.35,5490230.57,231
8252,141.14,164.40,10903736.28,5451938.71,247
8255,-2328.13,176.94,11741902.54,5869787.20,234
8256,2840.38,147.59,9930839.56,4966839.97,244
8257,4622.69,176.46,11695442.43,5850032.56,224
8258,2138.60,158.14,10573667.37,5287902.98,245
8259,253.04,154.59,10356171.64,5178212.33,234
8262,5589.73,164.67,11011555.05,5508572.39,233
8263,8388.77,187.79,12468766.39,6238577.58,240
8264,3615.69,167.22,11103532.38,5553574.03,247
8265,-518.60,151.31,10028923.29,5014202.35,245
8266,3411.72,182.35,12235570.09,6119490.90,253
8269,1180.54,163.03,10865456.31,5433318.42,252
8270,595.26,163.72,10945018.86,5472807.06,234
8271,1021.79,156.22,10328628.39,5164825.09,244
8272,-4831.44,136.09,9080156.88,4537662.72,244
8273,-1986.00,172.65,11567729.86,5782871.93,241
8276,-1727.45,166.81,11106715.76,5552494.16,237
8277,-337.80,159.97,10646672.91,5323167.56,236
8278,-5423.72,128.25,8537477.65,4266026.96,263
8279,-2921.70,180.31,12012036.55,6004557.43,254
8280,-5336.46,140.98,9244558.18,4619610.86,274
8284,-2510.44,135.76,8972960.67,4485225.11,250
8285,-127.21,150.40,10016697.43,5008285.11,243
8286,3362.43,190.96,12769571.24,6386466.84,250
8287,2826.35,197.19,13018518.13,6510672.23,241
8290,-1536.83,155.65,10328555.61,5163509.40,236
8291,-3394.13,124.19,8216357.30,4106481.59,257
8292,5169.01,173.22,11359152.80,5682160.91,258
8293,-713.51,167.32,11081617.81,5540452.15,242
8294,2578.96,159.95,10526998.85,5264788.91,251
8297,1548.39,176.80,11528355.82,5764952.10,251
8298,-2750.56,161.57,10754123.00,5375686.21,230
8299,-3346.42,132.81,8728414.25,4362533.91,236
8300,7398.13,197.66,13142304.74,6574851.44,246
8301,3077.04,152.89,9923579.77,4963328.41,258
8304,-4941.19,146.02,9546826.92,4770942.87,249
8305,1481.24,144.58,9506811.84,4754146.54,267
8306,-3737.85,175.23,11456804.44,5726533.30,272
8307,292.26,175.28,11625036.21,5812664.23,241
8308,4309.80,162.21,10722522.19,5363416.00,258
8311,-4132.91,174.29,11636282.06,5816074.58,258
8312,6409.53,154.69,10184839.81,5095624.67,240
8313,-4555.61,165.50,11011797.42,5503620.90,249
8314,-3488.90,172.91,11265940.02,5631225.56,251
8315,1392.57,147.09,9728695.89,4865044.23,236
8318,3815.93,150.76,9909081.72,4956448.83,243
8319,4785.53,177.30,11759111.94,5881948.74,258
8320,-5646.03,162.60,10643994.27,5319174.13,258
8321,5227.28,161.35,10612426.42,5308826.85,249
8322,584.07,153.77,10160360.73,5080472.39,257
8325,2287.21,168.89,11078861.65,5540574.43,236
8326,3278.24,173.80,11385200.29,5694239.26,246
8327,8324.57,154.62,10269758.33,5139041.46,261
8328,569.02,160.93,10518769.69,5259669.35,227
8329,-4171.19,147.53,9770106.71,4882967.76,244
8332,4270.02,160.61,10609214.05,5306742.03,247
8333,-99.84,161.61,10674712.46,5337306.31,232
8334,2421.12,174.29,11581425.87,5791923.50,256
8335,-1211.05,163.02,10894278.61,5446533.78,240
8336,868.31,173.17,11623405.13,5812136.72,250
8339,861.55,172.35,11275233.10,5638047.33,260
8340,-5725.71,164.49,10968289.71,5481282.00,256
8341,-295.47,169.88,11294578.45,5647141.49,246
8342,-5462.36,195.03,12682905.25,6338721.44,242
8343,-1242.46,146.39,9741880.53,4870319.04,253
8346,571.60,147.94,9835506.67,4918039.13,245
8347,2395.66,163.03,10673544.76,5337970.21,250
8348,2799.81,162.22,10877464.25,5440132.04,255
8349,-4588.16,161.05,10755107.78,5375259.81,242
8350,-443.44,188.69,12505383.40,6252469.98,258
8353,2071.65,156.89,10396409.00,5199240.32,239
8354,4479.40,161.74,10707745.25,5356112.33,250
8355,5087.45,163.37,10842194.66,5423641.05,250
8356,3717.56,175.82,11648094.55,5825906.05,252
8357,-1721.04,156.53,10344189.87,5171234.41,224
8360,2881.57,184.89,12142699.98,6072790.78,239
8361,-1289.77,173.61,11493896.29,5746303.26,250
8362,-1083.50,157.68,10416594.58,5207755.54,238
8364,1617.90,68.17,4553261.15,2243782.14,95
8367,2445.20,159.56,10487439.76,5244942.48,261
8368,2399.48,171.12,11494985.68,5748692.58,245
8369,-3879.57,151.91,10130804.48,5063462.45,248
8370,3265.15,152.69,10184497.28,5093881.21,249
8371,-162.35,150.22,10020289.92,5010063.79,255
8374,-713.82,188.99,12657122.57,6328204.38,271
8375,-568.28,161.15,10693239.77,5346335.74,256
8376,5051.79,158.90,10500951.66,5253001.72,234
8377,-6797.76,158.40,10544115.95,5268659.09,261
8378,1810.83,155.71,10381679.77,5191745.30,231
8381,-50.25,173.34,11428074.64,5714012.19,248
8382,-1654.78,167.12,11330101.34,5664223.28,251
8383,4556.41,170.48,11333758.09,5669157.25,259
8384,-1655.52,146.56,9781016.81,4889680.65,244
8385,3771.72,172.36,11288582.91,5646177.32,244
8388,3551.64,168.14,11093827.96,5548689.80,248
8389,3219.83,194.44,12807752.55,6405486.19,243
8390,1439.05,160.87,10580922.30,5291180.68,237
8391,2845.34,181.94,11877890.46,5940367.90,251
8392,1319.29,150.30,9938430.63,4969874.96,245
8396,2352.88,158.70,10585364.94,5293858.91,228
8397,1485.15,175.37,11385742.71,5693613.93,243
8398,1584.00,152.53,9986186.55,4993885.28,249
8399,343.03,156.13,10272729.92,5136536.47,234
8410,-953.44,154.18,10268324.84,5133685.70,245
8411,-2959.90,140.72,9446202.17,4721621.13,246
8412,196.93,149.98,9866333.57,4933265.25,257
8413,-1645.11,152.56,10067111.07,5032732.99,235
8417,223.63,154.21,10304712.21,5152467.92,248
8418,6062.23,157.88,10598023.95,5302043.08,231
8419,-2652.55,156.87,10583905.56,5290626.50,251
8420,-2902.31,156.82,10340156.01,5168626.85,258
8423,-6048.90,153.64,10263872.64,5128911.88,252
8424,5258.10,168.79,11249540.39,5627399.25,245
8425,-744.41,161.17,10787433.86,5393344.73,240
8426,-2064.92,147.63,9835618.82,4916776.95,244
8427,-190.24,172.55,11403928.20,5701868.98,246
8430,4356.51,167.16,11099528.63,5551942.57,247
8431,691.28,161.09,10703850.38,5352270.83,221
8432,-5720.90,140.81,9439669.00,4716974.06,255
8433,-9210.09,163.14,10784930.65,5387860.28,262
8434,2440.05,170.45,11369747.86,5686093.95,266
8437,2879.60,168.76,11310315.94,5656597.77,252
8438,5010.78,155.11,10439830.65,5222420.71,226
8439,6591.19,159.41,10727511.78,5367051.48,245
8440,-1109.25,131.31,8787716.39,4393303.57,243
8441,4600.20,160.37,10534149.62,5269374.91,241
8444,-23.18,156.19,10351160.91,5175568.86,247
8445,-3847.29,147.11,9774504.77,4885328.74,249
8446,1099.32,154.81,10345181.05,5173140.18,235
8447,-1372.91,171.29,11464731.68,5731679.39,252
8448,-217.02,177.09,11859455.58,5929619.28,243
8452,-725.83,173.25,11347039.22,5673156.69,241
8453,1829.45,149.78,9908608.30,4955218.87,242
8454,-1742.45,153.99,10264017.09,5131137.31,260
8455,827.59,156.61,10440379.41,5220603.50,233
8458,1696.13,164.11,10889622.33,5445659.23,246
8459,773.26,153.92,10371259.76,5186016.51,251
8460,1113.17,162.22,10873811.12,5437462.15,245
8461,465.97,167.42,11236968.86,5618717.41,256
8462,656.42,144.97,9628092.52,4814374.47,241
8465,-2535.06,158.40,10445601.64,5221533.29,250
8466,2506.91,167.22,11200871.45,5601689.18,254
8467,-210.47,150.10,9956160.94,4998418.74,248
